,content,label
6983,#贵州买房#【注意绕行！贵阳花果园金融街道路半封闭施工24个小时】  3月17日，记者从贵阳市交管局南明区分局获悉，为配合地铁三号线松花路站施工建设，3月17日9时起已对金融街供水主干道进行迁改，施工时间将持续24时。  据贵阳市交管局南明区分局七中队民警任海介绍，施工期间，中山...全文,事实
2413,美国总统特朗普单方宣布提高关税5%。墨西哥总统Lopez Obrador为了回敬，宣布全面放开墨西哥边境管制，偷渡客的狂欢节来临了。冲鸭！踏平美利坚。墨西哥与美国边境线长达3196公里，长期以来，墨西哥一直是偷渡客们进入美国的最佳跳板。美国需要增派边境线的成本将远高于5%关税。 ,谣言
1572,【维稳学】网友查明湖南临武县长为“维稳学”硕士，“维稳学”，一个令国人跌破眼镜、满地找牙的“学科”诞生了。一个能产生“维稳学”的国度，实际上就不可能有别的人文社科学科了。所有官吏每天攻读“维稳学”，实践“维稳学”，共同开创这一伟大学科的新纪元！维稳学，实为殡仪馆美容学！ ,谣言
4843,【清华实验室爆炸32岁博士后遇难母亲卖鸡蛋供其上学[悲伤]】遇难的博士后孟某某32岁，是家中长子，弟弟也是博士。据了解，孟母为供儿子读书，每日早五六点出门卖鸡蛋，夜里近10点回家。而在事发前一晚，孟还致电家中，“说被南京某大学录取，下周一去签约任教，却出了这种事。”,事实
6642,#微博辟谣#近日网传一则视频称，江苏四名妇女轮流掌掴一名小保姆，小保姆来自农村，被打原因是给老人喂饭时老人嫌烫经查证，视频所反映事件于今年3月发生在江苏盐城市，被打者系一名未成年少女，打人者为被打者的前男友的现女友（有点绕），对该事件的具体处理结果可咨询盐城警方。@平安江苏...展开全文c,事实
6466,铲屎的还在厕所呢，我得赶紧的给他送纸[喵喵],事实
5571,11月23日，周三，上海小雨，5-8℃【今日要闻】1.iOS再现漏洞，恶意视频链接导致iOS设备死机2.NASA选择SpaceX，2021年首次探测全球地表水3.谷歌重新设计的GoogleSites已上线4.为促成收购LinkedIn，微软将向欧盟做出让步5.央行下月推行“支付标记化”，防信息泄露6.美图为赴港IPO接洽投资者，估值或达50亿美元7.多家国际投行上调目标价，微博股价周二盘中大涨8%【周边新闻】1.Facebook测试新功能，显示附近的免费公共WiFi2.亚马逊将在拉斯维加斯建新履约中心，提供1000个就业机会3.唯品会周二早盘股价跌近10%4.三星暗示，2018年GalaxyS系列手机可能配置高端Harman扬声器5.印度小额贷款公司AyeFinance获得1030万美元融资6.婚礼礼物登记平台Zola获2500万美元C轮融资,事实
4990,【张举能称国安法已成香港法律一部分　理解诠释不成问题】#香港#终审法院首席法官张举能今日(11日)履新，他在傍晚会见传媒时表示，国安法已根据基本法成为香港法律一部分，司法机构会按一向的法律理解、诠释及应用。他指，虽然国安法与香港法例未必完全一致，但认为不成问题，要相信香港普通法制度“...全文,事实
69,03月30日09时47分在贵州省黔东南苗族侗族自治州剑河县(北纬26.6度，东经108.8度)发生5.5级地震，震源深度7千米。@中国地震台网速报 @贵州综合广播 2五环路 ,谣言
7008,#昆明身边事#【为帮昆明的姐姐筹钱治病女孩流泪当人肉靶子10元1箭】昨日上午，一张小姑娘在武林广场上当人肉靶子的照片刷爆了朋友圈。图片里，女孩呈“个”字型站在一块大木板前面，木板上写着“人肉靶子，十元一箭”。随后被警方带走，经了解，她是为了帮昆明患白血病的姐姐筹钱。,事实
8692,没有整洁的外表，根本没人会去在意你美好的内心，这就是现实。,事实
6537,收到第一波日历的旁友，你们生日那天是啥吃的？啥，香菜？出门左转找日历娘[微笑]【第二波预售请戳：http://t.cn/R4vm4l8,事实
2035,#埃塞俄比亚客机失事# 愿波音被制裁，愿空难者安息。网传机舱内部最后的视频，大人和小孩惊恐万分哭声一片。 军武季的微博视频 ,谣言
2533,无锡巨响，据网友反馈金桥某加油站发生爆炸着火，具体伤亡情况暂不明，消防已赶往现场处理，希望平安🙏 ，不要有啥伤亡 山真在一起的微博视频 ,谣言
1589,【无锡轻轨怎么了】上周三长三角第八座、江苏省第四座拥有轨道交通的城市—无锡，自开通状况不断，除软文化方面其官方微博@无锡发布 闹出自称无锡为江苏第二座轨道城市等荒唐笑话外，其在国内所有轨道城市中客流量也于一开通就垫底的状况引发专家讨论运能严重过剩，经历黄梅天的轻轨站竟成汪洋瀑布。 ,谣言
6031,超有范的《troublemaker》儿童版，那个尖叫不断的现场.....好火辣！http://t.cn/RZLnHOB,事实
5669,#观察#【动起来的中国风景独好】10月1日至8日，全国共接待国内游客6.37亿人次，实现国内旅游收入4665.6亿元，铁路、公路、水路、民航日均发送旅客6211.5万人次，国庆档电影总票房近40亿元；截至10月7日24时，31个省（自治区、直辖市）和新疆生产建设兵团已连续53天无新增新冠肺炎本土确诊病例和疑似病例……“十一”假期“成绩单”已陆续发布。今年10月1日，国庆节“巧遇”中秋节。在新冠肺炎疫情发生以来最长的公共假期里，人们安心放松地与出行旅游、观看演出、品尝美食、运动健身等假日“保留节目”久别重逢。经历大疫大灾后动起来、忙起来、火起来的中国，显示出强大的治理能力和社会活力。http://t.cn/A6bMLk3n,事实
1359,有日本的客户来，一起约去吃饭。无论怎样劝都不吃小龙虾，还笑嘻嘻的看我们吃。追问起理由，才知道不吃的原因。回来在网上搜了一下：居然真是这么回事情！！！！ 小龙虾是二战时期日本军队输入中国用来处理尸体的！中国过去并不出产小龙虾，小龙虾的来历要追溯到二战时... O网页链接 ,谣言
318,"据@小龍微观察 揭露【猪都笑了.大家都来围观,这就是天朝的官员】#四川雅安7级地震#湖南省张副省长一顿只吃一个菜 ，在接受电视台采访时大谈廉政感想。尼玛坐在这么豪华的包厢吃半盘菜装B，作秀过了头，让人深感恶心和虚伪！ ",谣言
4689,【湖经硕士招生被指暗箱操作校方回应招生经验不足】4月12日，湖北经济学院官网公示2014会计硕士拟录取的53人名单；4月29日，已过公示期的名单变成59人，新增6人中有4人未过复试线。面对被指暗箱操作的质疑，校方回应，增录6人经教育部同意，事前没公示，是招生工作经验不足造成。武汉一高校硕士招生被指暗箱操作增录4人未过复试线-湖北-楚天都市网-楚天都市报门户网站,事实
1244,被卷心菜的制作工艺吓哭了我就想问一句：这玩意儿能吃吗？以后还能不能愉快地吃卷心菜了 ！！？O网页链接 ,谣言
4496,【不明觉厉！《科学》评出2015十大科学突破】①“基因剪刀”CRISPR基因组编辑技术②新视野探测器近距离飞过冥王星③脑内也有淋巴管④用酵母合成阿片类止痛药⑤量子纠缠状态获证实⑥地幔柱存在证据⑦研制埃博拉疫苗⑧改善心理学⑨新古人种化石⑩早期美洲人来自亚洲。你感兴趣的是？http://t.cn/R4yDhL1,事实
8491,【晨鸣集团携手浪潮打造的电子商业汇票系统成功上线】美通社新闻稿：近日，晨鸣集团财务公司携手浪潮打造的电子商业汇票系统成功上线，并完成人行汇报，上线首日成功开出电子银行承兑汇票2亿余元。系统还帮助晨鸣财务公司实现了系统内电子票据的全面管理，完成了搭建...网页链接,事实
6212,人生三大遗憾：不会选择；不坚持选择；不断地选择。{图文转录},事实
5841,《美股为什么喜欢回购股份，而很少通过增发再融资？》在美股市场股票的回购已经形成了一套非常成熟的制度，巴菲特曾表示对回购股份的喜爱：&amp;ldquo;包括美国银行在内的多家伯克希尔&amp;middot;哈撒韦公司投资过的公司，一直以来都在回购股票，许多公司回购股票的数额相当惊人。我们非常...全文,事实
825,帮忙！ 扩散，今天上午我朋友的女儿在大润发超市附近被人拐走了，小女孩三岁多，能准确说出她爸爸的手机号码，这是我朋友女儿的照片，从监控上看是被一个四十多岁男人抱走了，现大人都急疯了，有知情者请告之，万分感谢！@瑞安电台食乐天天 @瑞安美食大搜罗 @瑞安日报-瑞安新生活 @瑞安团购网-瑞安团,谣言
5819,快递进军物流再进军供应链服务领域最后成为综合一体化供应链方案解决服务商是发展规律，顺丰终于迈出了这一步，很快会成为像UPS、FedEx，DHL这样的公司。与之相比，顺丰在冷链物流，农村电商以及末端布局方面更具想象空间，潜在威胁是技术创新与数据管控是否能跟上。因为再往后发展，应该是信息公司。,事实
7945,做完今天在上海的路演，《芳华》的路演宣传活动不得不暂告终结了。今天我在上海影城给现场的观众朋友鞠一大躬，同时也感谢一路以来支持《芳华》的观众。原本今天距离《芳华》公映还有五天，但现在还没有开始，就要和观众朋友们告别了。我必须诚实地告诉大家我的心情是有些悲壮的。这两天关于《芳华》的消息很多，有人说我们撤档是炒作，是因为预售不理想，对于这些揣测，我想说都是不真实的，这部电影台前幕后的工作人员为这部电影任劳任怨，付出的汗水都是出于对电影纯粹的爱，我们比大家更希望电影能如期上映。最后我想向已经购买了《芳华》预售票的观众特别道歉，你们是最爱这部电影的人，结果却辜负了你们的期待。我们会通过票务平台处理退票事宜。另外通过我的微博抢到免费电影票的3000位网友，也要请你们代我向你们的父母致歉，等我们另行确定档期之后，会第一时间通知你们和你们的父母，之前抢到的票都还作数。待到春风传佳音，我们再相逢。再见了，上海。再见了，芳华。,事实
5313,育儿专家说儿科医生鲍秀兰【婴儿吃母乳应吃到多大最好?】母乳对宝宝来说是最理想的食物，美国儿科学会建议至少喂到1岁以后;而世界卫生组织和中国营养学会推荐喂养到2岁及以后。　世界卫生组织建议，婴儿至少纯母乳喂养6个月。在婴儿满6个月后，应该在添加辅食的基础上继续母乳喂养至展开全文c,事实
8903,【中国大妈欲用陪睡换女儿通关被美国安局拘捕】中国55岁妇人杨红与在美留学的女儿乘搭法航从法国巴黎飞抵纽约肯尼迪国际机场时，涉嫌向关员提出性贿赂，好让携带共值16万美元（约合103万元人民币）未申报物品的女儿成功过关。杨红目前被美国国家安全局特工以海关欺诈罪拘捕。http://t.cn/R472zLl,事实
456,【董事长赌博输掉了京基100？】据香港媒体爆料：京基100正在过户，董事长陈华在澳门赌博输掉了！求辟谣！@他山-山外有山：陈性格豪赌，因此起家，一切皆有可能 真的假的？@TV老王 ,谣言
3580,几天前，一人在家中给手机充电。就在此时，电话铃响，他没有拔下充电器便直接接听。几秒之后，强大电流通过手机，年轻人被击倒在地。他的父母冲进房间，发现他已失去了意识，心跳微弱，手指烧焦。他被立即送往医院，但是到达时即被宣布死亡。请转发给您关爱的人~,谣言
3468,兰州拉面不能吃了！南京电视台做了一个关于它的节目。所有兰州拉面馆都在使用拉面剂，拉面剂主要成份是蓬灰，这种化学物质含有大量致癌物质--砷。现在所有的兰州拉面都用这种制剂来使得面粉更有弹性。如果将蓬灰放入纸杯会出现氧化，而把拉面剂溶液倒在光滑地板上会出现更恐怖的腐蚀现象。,谣言
5265,【新冠和流感出现合并感染，张文宏：在冬季常见，不要感到恐惧】#张文宏称流感新冠合并感染在冬季常见#针对近日出现了新冠和流感一起得的病例，张文宏28日在接受采访时表示并不奇怪。张文宏介绍，今年1月底2月初的时候国际上已经发表论文，合并感染在自然界和呼吸道疾病中本来就很常见。此外，张文宏还...全文,事实
6252,"【instiz】#GOT7#在今天Vapp中剧透Repackage专辑预计于23日发行,这次的Repackage有GOT7成员们的参与.",事实
8979,人肉“女版药家鑫”张彦，不肉不行了！你的良心是什么特殊材质做的？撞人后脱衣躺地阻挠救护车，又强行将四岁受伤的孩子抢来扔到地上导致孩子不治身亡，你还是人吗？张彦，山东省医专高等专科学校中医药教研办公室，现任讲师。曾教过多年人体解剖学和医学心理学与精神病学。http://t.cn/zWLgzL5,事实
3353,林芝旅游局官宣：2021年桃花节3月23日开幕，最佳赏花时间为3月15日至4月20日  #100个微博年度旅行地##西藏旅行##林芝桃花节# 西北旅游策划小马扎西的微博视频 ,谣言
761,急找孩子，求转，求帮忙 实验小学寻人启事有线索酬金10万帮忙扩散，今天上午一个三岁多小女孩在锦绣花园小区附近被人拐走了，小女孩能说出她爸爸的手机号码 从监控上看是被一个四十多岁男人抱走了现大人都急疯了 有知情者请告之 联系人宁继春13940292999@上海头条播报 @上海热门资讯 @上海发布 ,谣言
7386,#雷洋事件#因为众所周知的政府公信力的缺失和一味的谎言洗地，更有视人命如草芥的傲慢彻底激怒民怨，@平安昌平危机公关应变难辞其咎。晒@平安成都些小微事，包括前几年公交爆炸等突发大事，得到民意首肯，靠的是及时处理、公开真相和平常互动接地气。别让人性的撕裂，使更多的好警察们眼里含着泪！,事实
7700,【长沙餐厅现20块一杯白开水未明码标价遭物价部门处罚】近日，一段“长沙一餐厅白开水20元一杯”的视频在网络上广泛流传。记者致电涉事餐厅，餐厅方面表示，进到餐厅门内就要消费，不点餐则要收取桌费，如果消费者在店内点餐，则不会收取白开水钱。在询问如何回应网络的质疑时，餐厅方面反问，“别人故意黑我们的，你看不出来吗？”店主向物价部门表示，一般来说，店内的规定是，到店内打麻将的客人，不进行其他消费的，一杯白开水将收费20元，相当于服务费用。目前，长沙市物价部门已经对餐厅按照程序进行了行政处罚。网页链接,事实
6780,【[话筒]华北黄淮雾霾持续东北迎大雪】中央气象台：未来三天，华北、黄淮、陕西等地霾持续，局地重度霾。夜间到早晨，华北、黄淮等地大雾，能见度不足200米。一直到12月2日，上述地区雾、霾逐渐消散。东北未来三天多降雪，部分地区暴雪。提醒注意防范！（央视记者任梅梅蔡一飞）http://t.cn/RUgaeWX,事实
1574,都跟你们说过很多次，微博草根大号都是营销账号，日常维护只是为了左右民意，粘合粉丝。想知道这次315他们都得到多少公关费用吗？何润东3W，郑渊洁3W，留几手4.5W。大家还记得作业本小鲁事件吗？ ,谣言
7730,#橙早小资讯#乐天(中国)发声明，斥中国网络上疯传的“乐天集团会长辛东彬称中国人非常市侩，无骨气无血性”是假新闻。另外附上北京地铁男子对两名女子辱骂、推搡、扔手机事件后，...展开全文c,事实
4228,转 网友曝料，江苏省东海县女镇党委书记徐艳，因不愿陪县委书记关永健上床，竟然被警察毒打致子宫破裂。徐艳一怒揭开6亿贪污大案---东海县石梁河水库水淹地补偿款案，县委书记关永健一个人竟贪污6亿多元。关永健每年搞全县科级干部大调整，仅此每年受贿2000万以上。--转自人网http://t.cn/zjKyD4R,谣言
7267,山东电信与胜利油田签署战略合作协议双方在智慧油田、油气生产及工业互联网信息化服务等领域建立全面战略合作伙伴关系，共同探索5G通信、IPv6、工业物联网平台、云、大数据、人工智能、区块链、数据信息服务、数据容灾灾备、网络安全等技术与行业的深度融合。,事实
5258,#健康时间#【[推荐]寒潮突袭，学学冬季强身六部曲】一阵阵北风吹来冬日的寒意，于是不少体质弱，抵抗力差的人一出门就流鼻涕，甚至出现轻微的感冒症状。专家称，想要抵御寒冷、预防感冒，不妨从以下6个生活细节入手。天气再冷，你的身体也会棒棒哒！[耶],事实
8842,【四招制色狼，妹纸们看过来[威武]】“天马流星拳、佛山无影脚、九鹰白骨掌、少林铁头功、”这四招制狼招数一看便会，行走江湖，多一门技能总是好滴！MM学起来，转起！,事实
410,让历史照进现实！,谣言
4467,摸奶节是云南双柏县鄂家镇彝族传统文化就是农历的7月14日、15日-16日三天，包括外来游人，如果在街上遇见喜欢的女子，都可以摸一摸女子的胸。姑娘们表面躲躲闪闪，但决无责怪之意因为这是他们这个地区的百姓延续了1000多年风俗。小伙以摸到奶为吉祥，姑娘以被摸奶为幸运和祝福![花心]@猥琐女秘书,谣言
4224,【强烈求扩散】  帮忙转发一下，一位叫徐敬的女孩，21岁，请速回雅安水城县人民医院，妈妈伤的很严重，想见她最后一面，爸爸号码：15193383486，爱心接力，好人有好报,谣言
1239,爆料王表示，原来女生TL之前都是要脱内裤的，涨姿势了，平安北京越来越平安了。 ,谣言
580,党和国家最低领导人生产队长下发的红头文件 ,谣言
4202,我的日产越野车今天停沙坪坝被爱国青年下螺丝，比砸车还吓人。这些疯狂又愚蠢的傻货！！！要是车主是个毫无经验的新手未能及时发现咋办？这可真的能要人命啊！！@重庆风行天下车友社区,谣言
7718,$XD中信证sh600030$中信证券：维持阿里巴巴股买入评级目标市值8000亿美元，点击链接查看更多-&gt;网页链接,事实
3942,#周一见#你们都在刷着文章，马伊利，可你们知道么？文章@文章 的声明是抄袭高晓松@高晓松 的。原博被删除了我继续转,谣言
6245,很喜欢宫崎骏说的一句话，“你住的城市下雨了，很想问你有没有带伞。可是我忍住了，因为我怕你说没带，而我又无能为力，就像是我爱你，却给不到你想要的陪伴。”,事实
4114,【请记住：轮奸要第一个上！】李双江之子李天一涉嫌强奸罪被批捕。李的76人律师团领队、法律大学副校长张爱国教授对媒体表示，李天一因是第一个与被害女子发生关系，所以不构成轮奸罪，只是以判罚较轻的强奸罪批捕，这是律师团所有成员共同努力的结果。记住啊，轮奸要第一个上！（转）,谣言
7634,#爱奇艺遭美国证监会调查#未知的餐桌加油，每周治愈我的小餐桌冲鸭,事实
6832,【#老人与城管冲突后死亡调查结果#：死因系突发疾病】#官方通报老人与城管冲突后死亡#8月31日，湖南娄底，一老人在与城管发生冲突后死亡。据娄星区融媒体中心：经公安机关初步取证调查，城管队员在执法过程中没有实施殴打行为，邹某某死因系突发疾病猝死。一手Video的秒拍视频,事实
8378,#社会民生#【今年晋城市拿出5.1亿办十件实事】今年“两会”期间，市长刘润民在政府工作报告中提出，今年将为民办好十件实事。经初步测算，这十件实事需投入资金5.1亿元，目前资金已全部落实到位。下一步将进入工程实施阶段。市财政局将随时跟踪工程动态，确保资金及时拨付、工程建设运行顺畅。,事实
142,一位叫徐敬的朋友，你妈妈受伤严重，你爸爸希望你赶快到雅安水城人民医院，你爸爸的手机号是15193383486 ,谣言
8531,【“立白系”港股初试水“驱蚊一哥”朝云集团打前战】　　前段时间，中国家庭护理行业龙头蓝月亮即将登陆港股的消息引发了网上一阵热议。作为蓝月亮的老对手，立白集团本身迟迟没有上市的举动。2007年，立白创始人陈凯旋曾表示，上市融资固然好，但并不是“一上就灵”。“立白系”港股初试水“驱蚊一哥”朝云集团打前战,事实
54,挖槽！！！！！这下子还不火？？！！！！！！！！ ,谣言
3306,#汛期出行避险自救口诀#长江宜昌段决堤。 厦门晓薇的微博视频 ,谣言
4702,【家长报警称教师给幼儿喂风油精官方:已调查取证】5月13日，万科海上传奇史蒂芬森幼儿园家长报警称，该幼儿园中3班教师给幼儿喂风油精。高新区相关职能部门高度关注该事件，高新公安分局、高新区教育管理中心等第一时间前往幼儿园调查案情、了解情况并查看现场、调阅视频资料。目前已进行初步调查取证，调查最新进展将及时向社会公布。http://t.cn/EKIM8tH,事实
7570,【#爱立信和三星专利授权费未谈妥##爱立信对三星提起诉讼#】据报道，爱立信周五表示，已向美国德克萨斯州东区地方法院对三星电子提起诉讼，原因是三星违反合同承诺。同时，爱立信还发布预警称，从2021年第一季度开始，三星延迟支付特许权使用费，以及相应的法律费用，可能会给爱立信造成...全文,事实
4603,【热血男儿守卫要塞！边防武警宣传照霸气来袭[真V5]】边防武警是国家部署在沿边沿海地区和口岸的一支重要武装执法力量，他们在各种场合，发挥着重要作用。戳图↓↓一组边防武警写真大片！快来围观！[赞]@军报记者,事实
8330,【千年大计出台这一群体被党报连续三天发文痛批】连日来人民日报3度发文痛批雄安抢房者：设立雄安新区是千年大计、国家大事，绝不能让“炒房”者逞快。靠炒房搭乘雄安新区这趟“春天专列”会错了意。投机的小聪明与深邃的大战略相距多远？可以说，虽然聚焦一处，实则遥距万里。|这一群体被...,事实
5032,#江西新闻##抗击疫情江西在行动#【易炼红主持召开省政府常务会议研究部署实施产业链链长制和全面推行城乡供水一体化等工作】宜春日报v的微博视频,事实
991,一个法国服装设计师来到中国，发现一些建筑墙上有一些奇怪的符号。就问中国人这个符号是什么意思。中国人告诉他是表示吉祥的意思。后来，这个设计师把这个符号引入服装设计--称为服装设计里的中国元素。。。评：中国的悲催，世界的时尚。@王朔有话说@焦点联播@思想汇聚人生@杂谈五味 ,谣言
1845,帮转发：果果 刚刚在苏州万达广场附近走丢 麻烦大家帮我发下谢谢联系电话15506291683 跪谢！苏州的朋友帮忙转发帮找一找！看到的朋友希望都伸出援助之手，我替这位母亲谢谢大家了！ O网页链接 ,谣言
3198,这是选举办公室工作人员集体犯罪的铁证 ,谣言
7656,【昆明猫吧】在昆明有一家新型休闲场所——猫吧。TA是由一个咖啡馆和21只名贵猫咪组成。猫吧里有波斯猫、加菲猫、折耳猫等6个品种。猫咪们可以陪顾客喝咖啡、看书、上网。顾客也可以随时与猫咪玩耍。[花心]「中新网」,事实
3132,西藏桃花节，提前预约报名了2020年林芝桃花节将在3月23日开幕，今年桃花季时间为3月15日至4月20日，那时林芝将遍地花开，现在可以预定了已经有小伙伴预定了，抓紧时间预定最美的风景只有二十几天哦！#西藏旅游攻略##川藏线旅游攻略# ,谣言
4956,【韩国釜山女中学生施暴万人青瓦台请愿要求强化青少年处罚】9月1日，在韩国釜山沙上区某工厂附近的胡同里发生了一起女中学生施暴事件。两个10几岁的女中学生殴打了同龄女生A某，A某后脑勺和嘴的位置均有撕裂伤，浑身都是血迹。施暴之后，加害的女生让A某跪在地上，并给其拍了满身是血的照片。加害学生将照片发给了自己的前辈，并发短信问“严重吗？能进（教导所）吗？”随后，短信和照片被发到了网上，瞬间引发轩然大波。据悉，是路人发现了被打学生A某然后报警，警方将A某送往医院。当天晚上，2名施暴学向警方自首。9月3日，青瓦台官网主页“国民请愿与提案”板块中，有人发了一个请愿贴，并表示“以青少年为由，滥用保护法并惨无人道的青少年正在增多。一定要废除青少年保护法。”截止到4日上午8点，已经有17000多人参与了请愿。请愿人表示“与青少年保护法的宗旨不同，青少年们正在滥用自己是未成年人这点，他们比拥有一般性思考方式的成年人做出了更惨无人道的行为。”请原文中不仅提到釜山沙上区女中学生施暴事件，还提到大田女中学生自杀事件，金海女高中生杀人事件等。文中还表示“被报道的事件可能能让加害者们受到轻微的惩罚。但还有许多我们不知道的无数学校暴力或青少年犯罪事件正在发生。受害人们即使成年后，也会经历人际交往的困难，会留下终生的心理阴影。但加害者们却因为是青少年，仅仅受到转学或者停学这种轻微的处罚，走入社会后会将自己以前的行为当做‘英雄故事’来说，并理直气壮的生活下去。我明白很难对这么多学生进行事事监视。所以我认为我们现在应该改变法律。即便是轻微的暴行、欺凌、孤立也应该具体细分并进行惩戒，这样才能让此类事件减少。这个时代，我们不能再说青少年是小孩子了。现在需要改变了。”虽然请愿文中提到“废除青少年保护法”，但实际中，对青少年犯罪进行限制处罚的则是“少年法”。“青少年保护法”是给对青少年有害的媒介物、药物、出入有害场所进行限制的法律，而现行“少年法”则是对未满18岁的少年犯限制最高刑量的少年法特例规定。“少年法”的宗旨是通过与刑事处分相关的特别措施，来帮助少年进行健全的成长。但有不少声音表示，诸如此次事件这样残忍的犯罪应属例外。对于未成熟的孩子来说，“还是小孩”这种理由不应成为其免罪符。据警方相关者调查后表示，加害学生对A某施暴的理由是“傲慢无礼，态度不好等这种孩子之间琐碎的理由。”2名加害学生以特殊伤害被不拘留起诉。但9月4日，Instagram用户uguk1发表ins，将事情进行了详细说明，被附带了推测是被打学生的受伤照片，该用户自称是“釜山女中学生施暴事件被害者母亲的朋友给我发来的内容”，令人惊讶的是，这次事件是被打学生A某第二次遭受暴行。2个月前，被打学生A某因为接了加害学生男友的电话，而被5人殴打，其中包括9月1日暴行事件中的2名女学生。当时A某报警，伤情被判定2周才能治愈。9月1日，A某的朋友以一起看电影为由，将A某引致事件发生地，2名学生为了报复A某2个月前报警，因此将其暴打。【以上文字内容均整理自韩国媒体报道】【图一/二：事发地监控画面】【图三：加害学生拍的A某照片及发给前辈的短信】【图四：韩国青瓦台网站请愿文】【图五-图九：Instagram内容及推测为被打学生的受伤图】,事实
1508,#四川雅安地震# 好像还找不到更合适的词形容突然看到这张照片的震撼，俨然是一尊母亲舍身救子的雕塑，没有任何人为雕饰；这也不是考古现场，尽管子弟兵们手法似考古学家那样小心翼翼，生怕碰醒了“熟睡”中的母亲，这就是双石镇37岁的妈妈杨双梅 详情:O网页链接 ,谣言
10,希望传闻是真的，保罗·沃克还没有死. ,谣言
5917,#爱奇艺遭美国证监会调查#垃圾爱奇艺，哦，同情不起来虽然不喜欢爱奇艺，但也轮不到美国查吧，爱奇艺这只🐶只能我们自己欺负,事实
5448,针对当前部分地区执业药师不够用（目前具备执业药师资格证的人数已达到115万人，注册在药店的人数超过50万，为何说不够用？边远地区除外）、配备难（卖药形象）的实际情况，各省药品监督管理部门在不降低现有执业药师整体配备比例前提下，可制定实施差异化配备使用执业药师的政策，并设置过渡期。过渡期设置在十二五规划时就提出过渡，十三五又提出过渡？估计明年十四五还依然过渡！规划还有意义吗？@中国经营报@新京报@中国新闻网@中国药品监管@人民网,事实
235,今天上午一市民女儿在循礼门大润发超市附近被人拐走了！小女孩三岁多，能准确说出她爸爸的手机号码。从监控上看到孩子是被一个四十多岁男人抱走。现大人都急疯了，有知情者请告之！求扩散！万分感谢！提醒：武汉警方要引起重视，最近关山、南湖多次出现类似情况，一定是有一个拐卖儿童团伙流窜到汉了。,谣言
3670,传将公开官员住宅信息？二手房市场交易突然爆棚：北京突然间出现381万套空置房抛向市场，上海二手房挂牌量从现41万套暴增至200万套，广州二手房挂牌量从现26万套直窜100万套，深圳二手房挂牌量从8万套到12万套后直窜到30万套。据不完全统计其降价幅度都在50%以上？,谣言
8851,1月21日，山西长治市冬季足球联赛半决赛中，参赛的市足协主席李健及副主席叶峰殴打对方球员，23日，长治体育局通报称，责令李健停职、叶峰辞去协会职务，给予叶峰记过处分，责令二人公开道歉。——主要是学的太多，稍不留神就混用了新浪体育的...,事实
1104,猴哥猴哥，你真了不得，五行大山压不住你，蹦出个孙行者；猴哥猴哥，你真太难得，紧箍咒再念没改变老孙的本色！孙悟空的扮演者（六小龄童）去世了，我们都是平凡人每个人都会有这么一天的，唉～人生是这么的短暂，真应该珍惜每一天…… 👆 我在:2319国道 ,谣言
583,【抗日传奇神剧的拍摄现场】中国花姑娘累死日本兵，花姑娘大大的厉害，抗日英雄之花姑娘！！！,谣言
1121,#万物生长#厦门： 急找孩子，求转，有线索酬金10万，今天上午一个三岁多小女孩在锦绣花园小区附近被人拐走了，小女孩能说出她爸爸的手机号码 从监控上看是被一个四十多岁男人抱走，现大人急疯 有知情者请告之 万分感谢 联系人宁继春13940292999 虽然不确定真假，但是万一是真的，也许真能帮到一个家庭 ,谣言
4491,#乐享时光#现在科学家都这么闲了吗?谢谢你告诉我这么重要的结论啊！（转）,事实
5576,刚听妈妈说哈尔滨到三亚的机票超级贵，然后就关注了一下，17400多元，这回趟家容易吗？,事实
5987,#万象#【沪社科院呼吁上海申办奥运会】上海社科院在《上海“十三五”发展规划思路研究》新书发布会上建议，上海应谋划申办2028年奥运会。申办过程将与上海转型升级阶段契合，有助于促进城市社会、人文、生态质量提高。详见：http://t.cn/R47FC3t,事实
7180,#现场报道返石人员如何顺利回家#【直播|走进石家庄火车站现场报道返石人员如何顺利回家】为了防止疫情期间火车站附近出现大量旅客滞留、聚集，石家庄火车站专门成立了临时滞留人员疏解安置指挥部，全力保障返石旅客安全顺利回家。我们走进石家庄火车站，现场为您报道返石人员顺利回家的全过程。...全文,事实
1040,芦山县的灾区照片，伤亡人数已经上百，大家一起为雅安祈福 ,谣言
1878,好可爱的孩子，大家都帮帮忙，求转，求帮忙实验小学寻人启示，今天上午一个三岁多小女孩在锦绣花园小区附近被人拐走了， 从监控上看是被一个四十多岁男人抱走了现大人都急疯了 有知情者请告之 万分感谢 联系人 张静杰13759695559看到就转转吧我们都会有孩子@angelababy @高圆圆 2荆州·荆州市中心医院(荆州中路) ,谣言
5219,#真知真趣味#“睡前不洗澡，洗了睡不着。”近日网上流传着这样的说法，难道睡前洗澡真的会影响睡眠质量吗？研究人员表示，直接影响睡眠的因素其实是体温。调查发现，如果在睡前1-2个小时洗澡，水温保持在40-42.5℃，可以在入睡前维持合适的体温，加快约10分钟的入睡速度，从而改善睡眠质量。容易失眠的真粉可以照着试试哦！,事实
